,Team,,Top25,Home,OT,Opponent,Date,,FGM,FGA,,3M,3A,,FTM,FTA,,SM,Clutch SM,REB,OPPReb,Off REB,Opp Off Reb,Turn,OppTurn,steal,Win,ComeFromBehindWins,BlownLeadClutchLoss,Away,Neutral,Top 25,Overtime,Opp Historical Value,Opp Historical Value 1-100,Opp Historical Value 101-200,Opp Historical Value 300+,Opp Current Value,SOS of Game,% of points in clutch,Opp % of points in clutch,"Had Lead, but Lost",Came back from deficit and won,Perfect Fg,Perfect 3Fg,Perfect Ft,Free throws lost game,Made a 10+ marg into clutch game ,20% of scoring came during clut,"Clutch Shot differential? Move Value to part of SOS, average clutch last year?, percentage of clutch points from 3 and ft, opp 2 fg and 3fg",Clutch Value
Team:,,,,,,,,,Sum:,Sum:,,Sum:,Sum:,,Sum:,Sum:,,,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Sum:,Sum:,,Sum:,Sum:,Sum:,,,,,,,,,,,,,,,,,,Sum:
,St. John's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Thomas,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,St. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanford,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen F. Austin,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Stephen F. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stetson,,,,,,,,,3,7,,1,3,,2,4,,,7,8,5,1,1,1,1,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,7.6799
,Stetson,,0,HOME,0,Nebraska Omaha,"Nov 7, 2024",,3,7,0.428571428571429,1,3,0.333333333333333,2,4,0.5,-3,7,8,5,1,1,1,1,1,0,0,0,0,0,0,0,10.356,,,,,,0.118421052631579,0.0253164556962025,0,0,0,0,0,0,1,0,,7.6799
Stonehill,,,,,,,,,4,7,,2,4,,0,2,,,-6,2,4,0,0,1,1,1,0,0,1,,1,0,0,,,,,,,,,,,,,,,,,,-4.7936
,Stonehill,,0,NEUTRAL,0,Lindenwood,"November 17, 2024",,4,7,0.571428571428571,2,4,0.5,0,2,0,-1,-6,2,4,0,0,1,1,1,0,0,1,0,1,0,0,10.95,,,,,,0.135135135135135,0.213333333333333,1,0,0,0,0,1,0,0,,-4.7936
,Stonehill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stony Brook,,,,,,,,,4,7,,0,1,,4,6,,,5,3,6,1,3,0,3,2,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,10.3688
,Stony Brook,,0,AWAY,0,Central Michigan,"Nov 7, 2024",,4,7,0.571428571428571,0,1,0,4,6,0.666666666666667,1,5,3,6,1,3,0,3,2,1,1,0,1,0,0,0,9.536,,,,,,0.164383561643836,0.0972222222222222,0,1,0,0,0,0,0,0,,10.3688
Syracuse,,,,,,,,,22,34,,1,4,,20,31,,,2.66666666666667,7.33333333333333,5.66666666666667,2.33333333333333,2,1.66666666666667,3.33333333333333,1.33333333333333,1,1,0,,0,0,1,,,,,,,,,,,,,,,,,,23.0597
,Syracuse,,0,HOME,0,Colgate,"Nov 12, 2024",,3,6,0.5,0,0,0,0,3,0,2,0,5,5,1,1,2,2,0,1,0,0,0,0,0,0,64.46,,,,,,0.0810810810810811,0.0833333333333333,0,0,0,0,0,0,0,0,,0.781
,Syracuse,,0,HOME,1,Youngstown St.,"Nov 16, 2024",,15,21,0.714285714285714,1,4,0.25,15,20,0.75,9,9,13,9,3,3,2,3,2,1,1,0,0,0,0,1,20.967,,,,,,0.442307692307692,0.389473684210526,0,0,0,0,0,0,0,1,,15.6063
,Syracuse,,0,HOME,0,Le Moyne,"Nov 4, 2024",,4,7,0.571428571428571,0,0,0,5,8,0.625,4,-1,4,3,3,2,1,5,2,1,0,0,0,0,0,0,13.022,,,,,,0.151162790697674,0.170731707317073,0,0,0,0,0,0,0,0,,6.6724
Tarleton St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Tarleton St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tarleton St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tarleton St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCU,,,,,,,,,1,3,,0,1,,6,11,,,-3,4,5,1,1,2,1,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0.4292
,TCU,,0,HOME,0,Texas St.,"Nov 12, 2024",,1,3,0.333333333333333,0,1,0,6,11,0.545454545454545,5,-3,4,5,1,1,2,1,0,1,0,0,0,0,0,0,29.982,,,,,,0.105263157894737,0.211267605633803,0,0,0,0,0,0,0,0,,0.4292
Temple,,,,,,,,,4,17,,1,6,,17,19,,,1.33333333333333,6,5.33333333333333,1.66666666666667,2.66666666666667,2.66666666666667,1.33333333333333,1,0.666666666666667,0,0,,0,0,0,,,,,,,,,,,,,,,,,,16.2232
,Temple,,0,HOME,0,Drexel,"Nov 12, 2024",,1,3,0.333333333333333,0,0,0,6,6,1,8,2,6,3,1,2,2,0,0,1,0,0,0,0,0,0,16.136,,,,,,0.115942028985507,0.0983606557377049,0,0,0,0,1,0,0,0,,6.5493
,Temple,,0,HOME,0,Sacred Heart,"Nov 4, 2024",,2,5,0.4,0,2,0,8,9,0.888888888888889,11,4,4,5,1,3,3,4,3,1,0,0,0,0,0,0,10.436,,,,,,0.148148148148148,0.114285714285714,0,0,0,0,0,0,0,0,,9.1258
,Temple,,0,AWAY,0,Boston College,"Nov 15, 2024",,1,9,0.111111111111111,1,4,0.25,3,4,0.75,-3,-2,8,8,3,3,3,0,0,0,0,0,1,0,0,0,0.355,,,,,,0.0869565217391304,0.111111111111111,0,0,0,0,0,0,0,0,,0.5481
Tennessee,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee Martin,,,,,,,,,2,18,,0,6,,6,15,,,-9.5,8.5,8,3.5,2,2,1,0,0.5,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-7.2735
,Tennessee Martin,,0,AWAY,0,Illinois St.,"Nov 4, 2024",,1,10,0.1,0,3,0,3,11,0.272727272727273,2,-7,13,6,6,0,3,2,0,1,0,0,1,0,0,0,6.724,,,,,,0.0746268656716418,0.230769230769231,0,0,0,0,0,0,0,0,,-0.6795
,Tennessee Martin,,0,AWAY,0,Longwood,"Nov 16, 2024",,1,8,0.125,0,3,0,3,4,0.75,-2,-12,4,10,1,4,1,0,0,0,0,1,1,0,0,0,37.922,,,,,,0.0806451612903226,0.265625,1,0,0,0,0,0,0,0,,-6.594
Tennessee St.,,,,,,,,,17,35,,7,17,,6,9,,,-4,6.5,7.5,3.5,1.5,3.5,4.5,3.5,0,0,0,,1,0,2,,,,,,,,,,,,,,,,,,16.1577
,Tennessee St.,,0,AWAY,1,Colorado St.,"Nov 8, 2024",,10,19,0.526315789473684,5,8,0.625,2,3,0.666666666666667,-8,-4,4,8,3,1,4,4,4,0,0,0,1,0,0,1,44.205,,,,,,0.341772151898734,0.344827586206897,0,0,0,0,0,0,0,1,,8.6266
,Tennessee St.,,0,NEUTRAL,1,Howard,"Nov 13, 2024",,7,16,0.4375,2,9,0.222222222222222,4,6,0.666666666666667,-4,-4,9,7,4,2,3,5,3,0,0,0,0,1,0,1,37.77,,,,,,0.238095238095238,0.272727272727273,0,0,0,0,0,0,0,1,,7.5311
Tennessee Tech,,,,,,,,,10,18,,3,7,,6,14,,,0,2.66666666666667,7.33333333333333,0.333333333333333,3.33333333333333,2,1.66666666666667,1,0.666666666666667,1,0,,1,0,0,,,,,,,,,,,,,,,,,,8.2343
,Tennessee Tech,,0,HOME,0,West Georgia,"Nov 12, 2024",,3,5,0.6,0,1,0,3,7,0.428571428571429,3,-5,2,13,0,7,2,3,2,1,0,0,0,0,0,0,9,,,,,,0.118421052631579,0.191780821917808,0,0,0,0,0,0,0,0,,0.6751
,Tennessee Tech,,0,AWAY,0,Georgia,"Nov 4, 2024",,4,6,0.666666666666667,2,3,0.666666666666667,3,4,0.75,-5,4,4,3,0,1,3,1,0,0,0,0,1,0,0,0,-0.491,,,,,,0.166666666666667,0.108433734939759,0,0,0,0,0,0,0,0,,4.5003
,Tennessee Tech,,0,NEUTRAL,0,VMI,"Nov 15, 2024",,3,7,0.428571428571429,1,3,0.333333333333333,0,3,0,1,1,2,6,1,2,1,1,1,1,1,0,0,1,0,0,10.468,,,,,,0.0972222222222222,0.211267605633803,0,0,0,0,0,0,0,0,,3.0589
Texas,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,,,,,,,,,1,11,,1,6,,2,4,,,-9,5,7,3,1,0,1,0,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-6.5604
,Texas A&M,,1,AWAY,0,UCF,"Nov 4, 2024",,1,11,0.0909090909090909,1,6,0.166666666666667,2,4,0.5,-3,-9,5,7,3,1,0,1,0,0,0,1,1,0,0,0,24.953,,,,,,0.0819672131147541,0.21875,1,0,0,0,0,1,0,0,,-6.5604
Texas A&M Corpus Chris,,,,,,,,,6,12,,1,5,,3,5,,,8,7,6,3,2,0,1,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,9.495
,Texas A&M Corpus Chris,,0,AWAY,0,New Mexico St.,"Nov 14, 2024",,6,12,0.5,1,5,0.2,3,5,0.6,-1,8,7,6,3,2,0,1,1,0,0,0,1,0,0,0,23.85,,,,,,0.195121951219512,0.0963855421686747,0,0,0,0,0,0,0,0,,9.495
Texas Southern,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Texas Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas St.,,,,,,,,,5,9,,2,5,,3,3,,,3,5,4,1,1,1,2,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,10.6666
,Texas St.,,0,AWAY,0,TCU,"Nov 12, 2024",,5,9,0.555555555555556,2,5,0.4,3,3,1,-5,3,5,4,1,1,1,2,1,0,0,0,1,0,0,0,44.273,,,,,,0.211267605633803,0.105263157894737,0,0,0,0,1,0,0,1,,10.6666
Texas Tech,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Texas Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Citadel,,,,,,,,,3,10,,0,6,,0,0,,,-3,7,4,4,1,3,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-0.918
,The Citadel,,0,HOME,0,North Carolina A&T,"Nov 17, 2024",,3,10,0.3,0,6,0,0,0,0,-9,-3,7,4,4,1,3,0,0,0,0,0,0,0,0,0,4.181,,,,,,0.0821917808219178,0.109756097560976,0,0,0,0,0,0,0,0,,-0.918
Toledo,,,,,,,,,4,5,,1,2,,4,6,,,1,3,3,0,1,3,2,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,4.7843
,Toledo,,0,HOME,0,Wright St.,"Nov 13, 2024",,4,5,0.8,1,2,0.5,4,6,0.666666666666667,9,1,3,3,0,1,3,2,1,1,0,0,0,0,0,0,26.906,,,,,,0.151162790697674,0.155844155844156,0,0,0,0,0,0,0,0,,4.7843
Towson,,,,,,,,,8,18,,4,6,,4,5,,,0.5,2,5.5,1.5,2,0.5,3,2,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,16.5864
,Towson,,0,AWAY,0,Saint Mary's,"Nov 4, 2024",,4,10,0.4,2,3,0.666666666666667,1,2,0.5,-7,-1,2,6,2,2,0,3,1,0,0,0,1,0,0,0,64.285,,,,,,0.159420289855072,0.157894736842105,0,0,0,0,0,0,0,0,,4.2257
,Towson,,0,HOME,0,James Madison,"Nov 16, 2024",,4,8,0.5,2,3,0.666666666666667,3,3,1,4,2,2,5,1,2,1,3,3,1,0,0,0,0,0,0,39.084,,,,,,0.194029850746269,0.19047619047619,0,0,0,0,1,0,0,0,,12.3607
Troy,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulane,,,,,,,,,4,7,,2,4,,5,6,,,-3,5,3,1,0,3,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,2.5621
,Tulane,,0,AWAY,0,Furman,"Nov 15, 2024",,4,7,0.571428571428571,2,4,0.5,5,6,0.833333333333333,-8,-3,5,3,1,0,3,0,0,0,0,0,1,0,0,0,34.492,,,,,,0.223880597014925,0.24,0,0,0,0,0,0,0,1,,2.5621
Tulsa,,,,,,,,,13,26,,4,10,,12,17,,,5,13,16,5,4,7,9,7,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,18.2078
,Tulsa,,0,AWAY,1,Missouri St.,"Nov 16, 2024",,13,26,0.5,4,10,0.4,12,17,0.705882352941176,-5,5,13,16,5,4,7,9,7,0,0,0,1,0,0,1,19.837,,,,,,0.39622641509434,0.369369369369369,0,0,0,0,0,0,1,1,,18.2078
UAB,,,,,,,,,7,17,,1,8,,10,11,,,2,7,4,2.5,0.5,1,0.5,0.5,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,14.6652
,UAB,,0,HOME,0,Vermont,"Nov 4, 2024",,5,11,0.454545454545455,0,4,0,2,3,0.666666666666667,-5,0,7,5,3,1,1,0,0,0,0,0,0,0,0,0,59.549,,,,,,0.193548387096774,0.17910447761194,0,0,0,0,0,0,0,0,,3.1819
,UAB,,0,AWAY,0,High Point,"Nov 15, 2024",,2,6,0.333333333333333,1,4,0.25,8,8,1,-3,4,7,3,2,0,1,1,1,0,0,0,1,0,0,0,19.187,,,,,,0.2,0.132352941176471,0,0,0,0,1,0,0,1,,11.4833
UC Davis,,,,,,,,,6,20,,1,8,,11,14,,,1,8.5,5.5,4.5,2,2,2,0.5,0.5,1,0,,0,0,0,,,,,,,,,,,,,,,,,,11.8554
,UC Davis,,0,AWAY,0,Washington,"Nov 5, 2024",,3,11,0.272727272727273,1,6,0.166666666666667,5,6,0.833333333333333,-6,-5,8,8,4,3,3,1,1,0,0,0,1,0,0,0,-4.099,,,,,,0.164383561643836,0.215189873417722,0,0,0,0,0,0,0,0,,1.6701
,UC Davis,,0,AWAY,0,Idaho,"Nov 7, 2024",,3,9,0.333333333333333,0,2,0,6,8,0.75,4,7,9,3,5,1,1,3,0,1,1,0,1,0,0,0,4.933,,,,,,0.151898734177215,0.0666666666666667,0,1,0,0,0,0,0,0,,10.1853
UC Irvine,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,UC Irvine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UC Riverside,,,,,,,,,5,10,,1,3,,10,14,,,3,5,3.5,0.5,0.5,1.5,1.5,1,0.5,1,0,,0,0,0,,,,,,,,,,,,,,,,,,12.4074
,UC Riverside,,0,AWAY,0,Cal Baptist,"Nov 12, 2024",,2,5,0.4,0,0,0,1,3,0.333333333333333,1,1,5,4,1,0,1,1,0,1,1,0,1,0,0,0,18.677,,,,,,0.0714285714285714,0.0869565217391304,0,0,0,0,0,0,0,0,,2.4377
,UC Riverside,,0,AWAY,0,BYU,"Nov 8, 2024",,3,5,0.6,1,3,0.333333333333333,9,11,0.818181818181818,-6,5,5,3,0,1,2,2,2,0,0,0,1,0,0,0,26.441,,,,,,0.2,0.127906976744186,0,0,0,0,0,0,1,1,,9.9697
UC San Diego,,,,,,,,,2,7,,2,4,,2,2,,,-1,4,4,1,0,2,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,2.4237
,UC San Diego,,0,AWAY,0,San Diego St.,"Nov 6, 2024",,2,7,0.285714285714286,2,4,0.5,2,2,1,-5,-1,4,4,1,0,2,1,0,0,0,0,1,0,0,0,81.886,,,,,,0.137931034482759,0.142857142857143,0,0,0,0,0,0,0,0,,2.4237
UC Santa Barbara,,,,,,,,,4,10,,2,5,,13,15,,,-4,3,6.5,0,2.5,2,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,1.1222
,UC Santa Barbara,,0,HOME,0,Fresno St.,"Nov 13, 2024",,1,5,0.2,0,3,0,10,11,0.909090909090909,5,-10,3,7,0,2,3,0,0,1,0,0,0,0,0,0,12.17,,,,,,0.131868131868132,0.255813953488372,0,0,0,0,0,0,0,0,,-3.3498
,UC Santa Barbara,,0,AWAY,0,San Jose St.,"Nov 17, 2024",,3,5,0.6,2,2,1,3,4,0.75,5,2,3,6,0,3,1,0,0,1,0,0,1,0,0,0,14.198,,,,,,0.171875,0.152542372881356,0,0,0,0,0,0,0,0,,4.472
UCF,,,,,,,,,11,20,,1,5,,17,20,,,4.66666666666667,6.33333333333333,4.66666666666667,1.33333333333333,2.33333333333333,1.33333333333333,0.333333333333333,0,1,2,0,,0,1,0,,,,,,,,,,,,,,,,,,25.927
,UCF,,0,HOME,0,Purdue Fort Wayne,"Nov 8, 2024",,4,9,0.444444444444444,0,1,0,3,3,1,7,7,8,4,2,1,1,1,0,1,1,0,0,0,0,0,23.644,,,,,,0.146666666666667,0.0588235294117647,0,0,0,0,1,0,0,0,,10.2914
,UCF,,0,HOME,0,Florida Atlantic,"Nov 12, 2024",,3,6,0.5,1,3,0.333333333333333,8,8,1,6,-2,4,5,1,3,2,0,0,1,0,0,0,0,0,0,61.734,,,,,,0.15,0.180851063829787,0,0,0,0,1,0,0,0,,5.0833
,UCF,,0,HOME,0,Texas A&M,"Nov 4, 2024",,4,5,0.8,0,1,0,6,9,0.666666666666667,3,9,7,5,1,3,1,0,0,1,1,0,0,0,1,0,44.767,,,,,,0.21875,0.0819672131147541,0,1,0,0,0,0,0,1,,10.5523
UCLA,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,UCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Lowell,,,,,,,,,3,6,,0,1,,9,10,,,-2,1,6,0,2,1,2,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,2.185
,UMass Lowell,,0,HOME,0,Saint Peter's,"Nov 8, 2024",,3,6,0.5,0,1,0,9,10,0.9,7,-2,1,6,0,2,1,2,0,1,0,0,0,0,0,0,47.634,,,,,,0.185185185185185,0.22972972972973,0,0,0,0,0,0,0,0,,2.185
UMBC,,,,,,,,,2,9,,0,3,,7,9,,,1,6,7,3,1,0,2,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,4.2578
,UMBC,,0,HOME,0,Saint Peter's,"Nov 16, 2024",,2,9,0.222222222222222,0,3,0,7,9,0.777777777777778,-8,1,6,7,3,1,0,2,0,0,0,0,0,0,0,0,47.634,,,,,,0.180327868852459,0.144927536231884,0,0,0,0,0,0,0,0,,4.2578
UMKC,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,UMKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UMKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UMKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC Asheville,,,,,,,,,3,9,,1,4,,4,7,,,-4,6,6,3,1,3,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0.0712
,UNC Asheville,,0,AWAY,0,Ohio,"Nov 9, 2024",,3,9,0.333333333333333,1,4,0.25,4,7,0.571428571428571,-6,-4,6,6,3,1,3,1,0,0,0,0,1,0,0,0,30.065,,,,,,0.144736842105263,0.182926829268293,0,0,0,0,0,0,0,0,,0.0712
UNC Greensboro,,,,,,,,,2,5,,1,3,,10,12,,,6,7,5,1,3,0,1,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,8.705
,UNC Greensboro,,0,HOME,0,Florida Gulf Coast,"Nov 4, 2024",,2,5,0.4,1,3,0.333333333333333,10,12,0.833333333333333,9,6,7,5,1,3,0,1,0,1,0,0,0,0,0,0,10.368,,,,,,0.205479452054795,0.140625,0,0,0,0,0,0,0,1,,8.705
UNC Wilmington,,,,,,,,,8,12,,1,2,,10,15,,,1.5,5.5,2.5,0.5,0,1,1,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,11.5202
,UNC Wilmington,,0,AWAY,0,USC Upstate,"Nov 15, 2024",,5,9,0.555555555555556,0,1,0,1,3,0.333333333333333,4,-1,6,4,1,0,0,0,0,1,0,0,1,0,0,0,15.981,,,,,,0.123595505617978,0.141176470588235,0,0,0,0,0,0,0,0,,2.4462
,UNC Wilmington,,0,HOME,0,Georgia Southern,"Nov 8, 2024",,3,3,1,1,1,1,9,12,0.75,8,4,5,1,0,0,2,2,0,1,0,0,0,0,0,0,11.397,,,,,,0.173913043478261,0.142857142857143,0,0,1,0,0,0,0,0,,9.074
UNLV,,,,,,,,,5,13,,2,6,,16,17,,,3,5.5,2.5,2,0.5,0.5,0.5,0.5,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,17.6882
,UNLV,,0,HOME,0,Memphis,"Nov 9, 2024",,2,6,0.333333333333333,1,4,0.25,6,7,0.857142857142857,-6,-4,2,4,1,1,0,1,1,0,0,0,0,0,0,0,43.411,,,,,,0.148648648648649,0.1875,0,0,0,0,0,0,0,0,,2.9466
,UNLV,,0,HOME,0,Nebraska Omaha,"Nov 14, 2024",,3,7,0.428571428571429,1,2,0.5,10,10,1,11,10,9,1,3,0,1,0,0,1,0,0,0,0,0,0,10.356,,,,,,0.2125,0.101449275362319,0,0,0,0,1,0,0,1,,14.7416
USC,,,,,,,,,5,6,,0,1,,6,7,,,4,1,2,0,0,1,5,0,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,7.7106
,USC,,0,HOME,0,UT Arlington,"Nov 13, 2024",,5,6,0.833333333333333,0,1,0,6,7,0.857142857142857,3,4,1,2,0,0,1,5,0,1,1,0,0,0,0,0,11.925,,,,,,0.163265306122449,0.126315789473684,0,1,0,0,0,0,0,0,,7.7106
USC Upstate,,,,,,,,,7,18,,2,10,,5,6,,,-3.5,4,4,2,0.5,1,1,0.5,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-1.6872
,USC Upstate,,0,AWAY,0,Wake Forest,"Nov 13, 2024",,4,11,0.363636363636364,1,5,0.2,0,0,0,-5,-8,4,2,4,0,2,2,1,0,0,1,1,0,0,0,14.322,,,,,,0.1125,0.2,1,0,0,0,0,1,0,0,,-5.2234
,USC Upstate,,0,HOME,0,UNC Wilmington,"Nov 15, 2024",,3,7,0.428571428571429,1,5,0.2,5,6,0.833333333333333,-4,1,4,6,0,1,0,0,0,0,0,0,0,0,0,0,22.178,,,,,,0.141176470588235,0.123595505617978,0,0,0,0,0,0,0,0,,3.5362
UT Arlington,,,,,,,,,3,4,,2,2,,4,4,,,-4,2,1,0,0,5,1,0,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,1.476
,UT Arlington,,0,AWAY,0,USC,"Nov 13, 2024",,3,4,0.75,2,2,1,4,4,1,-3,-4,2,1,0,0,5,1,0,0,0,1,1,0,0,0,35.599,,,,,,0.126315789473684,0.163265306122449,1,0,0,0,1,0,0,0,,1.476
UT Rio Grande Valley,,,,,,,,,3,6,,0,1,,5,7,,,-2,5,5,1,2,3,3,2,1,0,0,,1,0,0,,,,,,,,,,,,,,,,,,4.2566
,UT Rio Grande Valley,,0,NEUTRAL,0,Charleston Southern,"Nov 15, 2024",,3,6,0.5,0,1,0,5,7,0.714285714285714,10,-2,5,5,1,2,3,3,2,1,0,0,0,1,0,0,10.109,,,,,,0.127906976744186,0.171052631578947,0,0,0,0,0,0,0,0,,4.2566
Utah,,,,,,,,,4,9,,1,3,,0,1,,,-2,6,6,2,2,1,0,0,0,0,0,,1,0,0,,,,,,,,,,,,,,,,,,0.3008
,Utah,,0,NEUTRAL,0,Mississippi St.,"Nov 17, 2024",,4,9,0.444444444444444,1,3,0.333333333333333,0,1,0,-5,-2,6,6,2,2,1,0,0,0,0,0,0,1,0,0,43.159,,,,,,0.123287671232877,0.141025641025641,0,0,0,0,0,0,0,0,,0.3008
Utah St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Utah St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Tech,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Utah Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley,,,,,,,,,3,7,,1,3,,6,12,,,-4,6,8,3,2,1,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,1.0449
,Utah Valley,,0,AWAY,0,North Dakota,"Nov 14, 2024",,3,7,0.428571428571429,1,3,0.333333333333333,6,12,0.5,-6,-4,6,8,3,2,1,1,0,0,0,0,1,0,0,0,9.044,,,,,,0.183098591549296,0.246753246753247,0,0,0,0,0,0,0,0,,1.0449
UTEP,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,UTEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTSA,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,UTSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Valparaiso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
