,Team,,Top25,Home,OT,Opponent,Date,,FGM,FGA,,3M,3A,,FTM,FTA,,SM,Clutch SM,REB,OPPReb,Off REB,Opp Off Reb,Turn,OppTurn,steal,Win,ComeFromBehindWins,BlownLeadClutchLoss,Away,Neutral,Top 25,Overtime,Opp Historical Value,Opp Historical Value 1-100,Opp Historical Value 101-200,Opp Historical Value 300+,Opp Current Value,SOS of Game,% of points in clutch,Opp % of points in clutch,"Had Lead, but Lost",Came back from deficit and won,Perfect Fg,Perfect 3Fg,Perfect Ft,Free throws lost game,Made a 10+ marg into clutch game ,20% of scoring came during clut,"Clutch Shot differential? Move Value to part of SOS, average clutch last year?, percentage of clutch points from 3 and ft, opp 2 fg and 3fg",Clutch Value
Team:,,,,,,,,,Sum:,Sum:,,Sum:,Sum:,,Sum:,Sum:,,,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Sum:,Sum:,,Sum:,Sum:,Sum:,,,,,,,,,,,,,,,,,,Sum:
Le Moyne,,,,,,,,,4,7,,3,5,,3,3,,,1,3,4,2,3,5,1,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,6.6424
,Le Moyne,,0,AWAY,0,Syracuse,"Nov 4, 2024",,4,7,0.571428571428571,3,5,0.6,3,3,1,-4,1,3,4,2,3,5,1,1,0,0,0,1,0,0,0,12.085,,,,,,0.170731707317073,0.151162790697674,0,0,0,0,1,0,0,0,,6.6424
Lehigh,,,,,,,,,7,10,,5,8,,1,2,,,11,5,6,0,2,0,2,2,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,13.392
,Lehigh,,0,AWAY,0,Columbia,"Nov 12, 2024",,7,10,0.7,5,8,0.625,1,2,0.5,-1,11,5,6,0,2,0,2,2,0,0,0,1,0,0,0,6.975,,,,,,0.266666666666667,0.118421052631579,0,0,0,0,0,0,1,1,,13.392
Liberty,,,,,,,,,12,20,,4,11,,0,6,,,0,4,5.5,1,1,2,2.5,2.5,0.5,1,0,,1,0,1,,,,,,,,,,,,,,,,,,13.4194
,Liberty,,0,AWAY,0,Seattle,"Nov 9, 2024",,5,7,0.714285714285714,3,5,0.6,0,0,0,2,3,2,3,0,1,1,2,2,1,1,0,1,0,0,0,23.387,,,,,,0.196969696969697,0.15625,0,1,0,0,0,0,0,0,,8.3113
,Liberty,,0,NEUTRAL,1,Florida Atlantic,"Nov 16, 2024",,7,13,0.538461538461538,1,6,0.166666666666667,0,6,0,-3,-3,6,8,2,1,3,3,3,0,0,0,0,1,0,1,61.734,,,,,,0.202702702702703,0.246753246753247,0,0,0,0,0,0,0,1,,5.1081
Lindenwood,,,,,,,,,6,12,,1,5,,15,16,,,1,3,3.5,0,0,1.5,2.5,1.5,0.5,1,0,,2,0,0,,,,,,,,,,,,,,,,,,18.4194
,Lindenwood,,0,NEUTRAL,0,New Orleans,"Nov 14, 2024",,4,9,0.444444444444444,0,4,0,4,4,1,-8,-4,2,5,0,0,2,4,3,0,0,0,0,1,0,0,15.884,,,,,,0.162162162162162,0.195121951219512,0,0,0,0,1,0,0,0,,7.5064
,Lindenwood,,0,NEUTRAL,0,Stonehill,"November 17, 2024",,2,3,0.666666666666667,1,1,1,11,12,0.916666666666667,1,6,4,2,0,0,1,1,0,1,1,0,0,1,0,0,10.645,,,,,,0.213333333333333,0.135135135135135,0,1,0,0,0,0,0,1,,10.913
Lipscomb,,,,,,,,,12,25,,3,11,,9,12,,,-2.66666666666667,3,5,1,1.33333333333333,1.33333333333333,2.33333333333333,1.33333333333333,0.333333333333333,0,1,,0,0,0,,,,,,,,,,,,,,,,,,10.0997
,Lipscomb,,0,AWAY,0,Duquesne,"Nov 4, 2024",,3,5,0.6,0,0,0,6,8,0.75,5,2,2,4,0,2,2,4,2,1,0,0,1,0,0,0,42.907,,,,,,0.155844155844156,0.138888888888889,0,0,0,0,0,0,0,0,,6.656
,Lipscomb,,0,HOME,0,Belmont,"Nov 12, 2024",,4,7,0.571428571428571,1,4,0.25,2,2,1,-1,-8,0,4,0,1,1,1,1,0,0,1,0,0,0,0,30.544,,,,,,0.139240506329114,0.2375,1,0,0,0,0,0,0,0,,-1.2396
,Lipscomb,,0,AWAY,0,Western Kentucky,"Nov 17, 2024",,5,13,0.384615384615385,2,7,0.285714285714286,1,2,0.5,-5,-2,7,7,3,1,1,2,1,0,0,0,1,0,0,0,33.599,,,,,,0.213114754098361,0.166666666666667,0,0,0,0,0,0,0,1,,4.6833
Little Rock,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Little Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIU,,,,,,,,,2,7,,0,2,,8,10,,,11,11,1,4,0,1,2,1,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,13.9757
,LIU,,0,AWAY,0,Air Force,"Nov 11, 2024",,2,7,0.285714285714286,0,2,0,8,10,0.8,9,11,11,1,4,0,1,2,1,1,1,0,1,0,0,0,10.946,,,,,,0.19047619047619,0.0185185185185185,0,1,0,0,0,0,0,0,,13.9757
Long Beach St.,,,,,,,,,8,22,,2,8,,3,5,,,3.5,7.5,3.5,4,0.5,0.5,2,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,16.8293
,Long Beach St.,,0,AWAY,0,South Dakota St.,"Nov 8, 2024",,4,10,0.4,2,4,0.5,3,3,1,-1,1,5,3,3,0,0,2,1,0,0,0,1,0,0,0,45.643,,,,,,0.164556962025316,0.15,0,0,0,0,1,0,0,0,,9.765
,Long Beach St.,,0,HOME,0,Portland,"Nov 16, 2024",,4,12,0.333333333333333,0,4,0,0,2,0,-2,6,10,4,5,1,1,2,1,0,0,0,0,0,0,0,12.892,,,,,,0.131147540983607,0.0317460317460317,0,0,0,0,0,0,0,0,,7.0643
Longwood,,,,,,,,,4,10,,3,6,,6,7,,,12,10,4,4,1,0,1,1,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,16.5803
,Longwood,,0,HOME,0,Tennessee Martin,"Nov 16, 2024",,4,10,0.4,3,6,0.5,6,7,0.857142857142857,2,12,10,4,4,1,0,1,1,1,1,0,0,0,0,0,7.916,,,,,,0.265625,0.0806451612903226,0,1,0,0,0,0,1,1,,16.5803
Louisiana,,,,,,,,,3,9,,1,2,,3,5,,,-5,4,5,1,0,0,1,1,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-2.3147
,Louisiana,,0,HOME,0,Kent St.,"Nov 4, 2024",,3,9,0.333333333333333,1,2,0.5,3,5,0.6,-4,-5,4,5,1,0,0,1,1,0,0,1,0,0,0,0,34.294,,,,,,0.151515151515152,0.214285714285714,1,0,0,0,0,1,0,0,,-2.3147
Louisiana Monroe,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Louisiana Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Tech,,,,,,,,,3,6,,1,2,,2,3,,,1,6,6,1,3,2,2,1,1,0,0,,1,0,0,,,,,,,,,,,,,,,,,,4.7513
,Louisiana Tech,,0,NEUTRAL,0,Massachusetts,"Nov 13, 2024",,3,6,0.5,1,2,0.5,2,3,0.666666666666667,10,1,6,6,1,3,2,2,1,1,0,0,0,1,0,0,9.804,,,,,,0.118421052631579,0.121212121212121,0,0,0,0,0,0,0,0,,4.7513
Louisville,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Louisville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loyola Chicago,,,,,,,,,4,8,,2,6,,3,6,,,2,6,3,3,1,1,2,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,6.7113
,Loyola Chicago,,0,AWAY,0,Princeton,"Nov 15, 2024",,4,8,0.5,2,6,0.333333333333333,3,6,0.5,5,2,6,3,3,1,1,2,1,1,0,0,1,0,0,0,45.544,,,,,,0.178082191780822,0.161764705882353,0,0,0,0,0,0,0,0,,6.7113
Loyola Marymount,,,,,,,,,5,12,,2,6,,4,4,,,7,9,5,5,3,1,2,2,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,15.475
,Loyola Marymount,,0,AWAY,0,Saint Louis,"Nov 16, 2024",,5,12,0.416666666666667,2,6,0.333333333333333,4,4,1,-6,7,9,5,5,3,1,2,2,0,0,0,1,0,0,0,26.838,,,,,,0.225352112676056,0.116883116883117,0,0,0,0,1,0,1,1,,15.475
Loyola MD,,,,,,,,,4,11,,0,5,,0,0,,,-7,5,7,0,4,1,1,1,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-6.6334
,Loyola MD,,0,HOME,0,Columbia,"Nov 4, 2024",,4,11,0.363636363636364,0,5,0,0,0,0,-3,-7,5,7,0,4,1,1,1,0,0,1,0,0,0,0,6.975,,,,,,0.102564102564103,0.185185185185185,1,0,0,0,0,1,0,0,,-6.6334
LSU,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,LSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,,,,,,,,,9,16,,2,8,,6,6,,,7.5,5.5,1.5,2,0,2,3.5,3,0.5,1,0,,1,0,0,,,,,,,,,,,,,,,,,,30.4693
,Maine,,0,NEUTRAL,0,Brown,"Nov 10, 2024",,4,5,0.8,0,1,0,4,4,1,2,8,3,1,0,0,4,5,4,1,1,0,0,1,0,0,15.241,,,,,,0.173913043478261,0.0597014925373134,0,1,0,0,1,0,0,0,,16.974
,Maine,,0,AWAY,0,Quinnipiac,"Nov 15, 2024",,5,11,0.454545454545455,2,7,0.285714285714286,2,2,1,-3,7,8,2,4,0,0,2,2,0,0,0,1,0,0,0,22.887,,,,,,0.254545454545455,0.120689655172414,0,0,0,0,0,0,1,1,,13.4953
Manhattan,,,,,,,,,5,11,,1,2,,13,16,,,-8,3,4,0,0.5,3,2,0.5,0.5,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-7.171
,Manhattan,,0,AWAY,0,Fairleigh Dickinson,"Nov 17, 2024",,3,6,0.5,0,0,0,0,0,0,-3,-8,0,3,0,0,3,3,1,0,0,1,1,0,0,0,23.068,,,,,,0.0731707317073171,0.164705882352941,1,0,0,0,0,1,0,0,,-7.627
,Manhattan,,0,HOME,0,Fordham,"Nov 15, 2024",,2,5,0.4,1,2,0.5,13,16,0.8125,2,-8,6,5,0,1,3,1,0,1,0,0,0,0,0,0,11.706,,,,,,0.230769230769231,0.342105263157895,0,0,0,0,0,0,0,1,,0.456
Marist,,,,,,,,,9,15,,2,6,,15,20,,,-1,6,4.5,1,0.5,2.5,1,0.5,1,0,0,,0,0,1,,,,,,,,,,,,,,,,,,9.1106
,Marist,,0,AWAY,0,Richmond,"Nov 9, 2024",,1,6,0.166666666666667,1,4,0.25,9,10,0.9,7,-1,6,5,1,0,2,1,0,1,0,0,1,0,0,0,36.909,,,,,,0.151898734177215,0.180555555555556,0,0,0,0,0,0,0,0,,2.9687
,Marist,,0,HOME,1,Army,"Nov 15, 2024",,8,9,0.888888888888889,1,2,0.5,6,10,0.6,3,-1,6,4,1,1,3,1,1,1,0,0,0,0,0,1,12.615,,,,,,0.252747252747253,0.272727272727273,0,0,0,0,0,0,0,1,,6.1419
Marquette,,,,,,,,,3,8,,0,4,,6,8,,,-1,8,6,2,2,2,1,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,4.129
,Marquette,,1,AWAY,0,Maryland,"Nov 15, 2024",,3,8,0.375,0,4,0,6,8,0.75,4,-1,8,6,2,2,2,1,1,1,0,0,1,0,0,0,28.901,,,,,,0.153846153846154,0.175675675675676,0,0,0,0,0,0,0,0,,4.129
Marshall,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,,,,,,,,,4,10,,2,3,,3,7,,,1,6,8,2,2,1,2,1,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,4.8998
,Maryland,,0,HOME,0,Marquette,"Nov 15, 2024",,4,10,0.4,2,3,0.666666666666667,3,7,0.428571428571429,-4,1,6,8,2,2,1,2,1,0,0,0,0,0,1,0,48.524,,,,,,0.175675675675676,0.153846153846154,0,0,0,0,0,0,0,0,,4.8998
Maryland Eastern Shore,,,,,,,,,10,19,,6,9,,9,13,,,2.5,5,3.5,3,1,0.5,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,12.9828
,Maryland Eastern Shore,,0,AWAY,0,Penn,"Nov 7, 2024",,8,13,0.615384615384615,5,6,0.833333333333333,6,9,0.666666666666667,-1,2,5,3,5,2,1,2,0,0,0,0,1,0,0,0,9.286,,,,,,0.321428571428571,0.270588235294118,0,0,0,0,0,0,0,1,,8.2031
,Maryland Eastern Shore,,0,AWAY,0,Old Dominion,"Nov 15, 2024",,2,6,0.333333333333333,1,3,0.333333333333333,3,4,0.75,-2,3,5,4,1,0,0,0,0,0,0,0,1,0,0,0,14.997,,,,,,0.112676056338028,0.0684931506849315,0,0,0,0,0,0,0,0,,4.7797
Massachusetts,,,,,,,,,15,34,,6,13,,4,11,,,0.333333333333333,5,8.33333333333333,1.66666666666667,2.33333333333333,1.33333333333333,3,1.33333333333333,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,14.9966
,Massachusetts,,0,AWAY,0,West Virginia,"Nov 8, 2024",,6,10,0.6,2,3,0.666666666666667,1,6,0.166666666666667,-6,3,4,7,2,3,0,4,2,0,0,0,1,0,0,0,14.826,,,,,,0.217391304347826,0.16,0,0,0,0,0,0,0,1,,8.617
,Massachusetts,,0,NEUTRAL,0,Louisiana Tech,"Nov 13, 2024",,4,11,0.363636363636364,0,3,0,0,1,0,-10,-1,6,6,3,1,2,2,1,0,0,0,0,1,0,0,16.604,,,,,,0.121212121212121,0.118421052631579,0,0,0,0,0,0,0,0,,1.8846
,Massachusetts,,0,HOME,1,Hofstra,"Nov 16, 2024",,5,13,0.384615384615385,4,7,0.571428571428571,3,4,0.75,-4,-1,5,12,0,3,2,3,1,0,0,0,0,0,0,1,30.685,,,,,,0.23943661971831,0.24,0,0,0,0,0,0,0,1,,4.495
McNeese St.,,,,,,,,,3,6,,1,3,,0,1,,,-2,4,4,1,1,2,1,0,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,-0.3577
,McNeese St.,,0,AWAY,0,Alabama,"Nov 11, 2024",,3,6,0.5,1,3,0.333333333333333,0,1,0,-8,-2,4,4,1,1,2,1,0,0,0,0,1,0,1,0,70.697,,,,,,0.109375,0.125,0,0,0,0,0,0,0,0,,-0.3577
Memphis,,,,,,,,,5,6,,0,0,,5,7,,,4,4,2,1,1,1,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.8499
,Memphis,,0,AWAY,0,UNLV,"Nov 9, 2024",,5,6,0.833333333333333,0,0,0,5,7,0.714285714285714,6,4,4,2,1,1,1,0,0,1,0,0,1,0,0,0,17.637,,,,,,0.1875,0.148648648648649,0,0,0,0,0,0,0,0,,5.8499
Mercer,,,,,,,,,3,7,,2,5,,0,0,,,-3,1,8,0,4,1,2,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-1.4504
,Mercer,,0,AWAY,0,South Alabama,"Nov 16, 2024",,3,7,0.428571428571429,2,5,0.4,0,0,0,-9,-3,1,8,0,4,1,2,0,0,0,0,1,0,0,0,16.889,,,,,,0.121212121212121,0.146666666666667,0,0,0,0,0,0,0,0,,-1.4504
Mercyhurst,,,,,,,,,2,4,,1,3,,6,6,,,-2,2,4,0,2,2,3,2,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,7.7743
,Mercyhurst,,0,AWAY,0,Morgan St.,"Nov 6, 2024",,2,4,0.5,1,3,0.333333333333333,6,6,1,5,-2,2,4,0,2,2,3,2,1,0,0,1,0,0,0,10.03,,,,,,0.141025641025641,0.178082191780822,0,0,0,0,1,0,0,0,,7.7743
Merrimack,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Merrimack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami FL,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Miami FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami OH,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Miami OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,,,,,,,,,1,5,,0,3,,7,8,,,0,7,4,4,2,4,3,0,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,2.779
,Michigan,,0,NEUTRAL,1,Wake Forest,"Nov 10, 2024",,1,5,0.2,0,3,0,7,8,0.875,-2,0,7,4,4,2,4,3,0,0,0,0,0,1,0,1,14.322,,,,,,0.128571428571429,0.125,0,0,0,0,0,0,0,0,,2.779
Michigan St.,,,,,,,,,4,14,,1,7,,1,1,,,-2,8,6,5,1,1,2,1,0,0,0,,1,1,0,,,,,,,,,,,,,,,,,,4.9736
,Michigan St.,,0,NEUTRAL,0,Kansas,"Nov 12, 2024",,4,14,0.285714285714286,1,7,0.142857142857143,1,1,1,-8,-2,8,6,5,1,1,2,1,0,0,0,0,1,1,0,63.89,,,,,,0.144927536231884,0.155844155844156,0,0,0,0,0,0,0,0,,4.9736
Middle Tennessee,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Middle Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,,,,,,,,,6,23,,1,10,,13,15,,,0.333333333333333,7,4.33333333333333,3.66666666666667,2,1.66666666666667,1.66666666666667,0.666666666666667,0.666666666666667,0,0,,0,0,0,,,,,,,,,,,,,,,,,,14.7817
,Minnesota,,0,HOME,0,Nebraska Omaha,"Nov 9, 2024",,2,8,0.25,1,5,0.2,2,2,1,4,2,8,3,4,1,3,0,0,1,0,0,0,0,0,0,10.356,,,,,,0.102941176470588,0.140625,0,0,0,0,0,0,0,0,,4.653
,Minnesota,,0,HOME,0,Yale,"Nov 16, 2024",,2,7,0.285714285714286,0,1,0,7,8,0.875,3,2,6,4,4,2,0,3,2,1,0,0,0,0,0,0,55.851,,,,,,0.186440677966102,0.160714285714286,0,0,0,0,0,0,0,0,,9.1217
,Minnesota,,0,HOME,0,North Texas,"Nov 13, 2024",,2,8,0.25,0,4,0,4,5,0.8,-3,-3,7,6,3,3,2,2,0,0,0,0,0,0,0,0,46.553,,,,,,0.156862745098039,0.111111111111111,0,0,0,0,0,0,0,0,,1.007
Mississippi,,,,,,,,,5,14,,3,8,,6,8,,,1,5,5,1,1,0,2,1.5,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,11.843
,Mississippi,,1,HOME,0,South Alabama,"Nov 12, 2024",,3,6,0.5,3,5,0.6,0,0,0,10,5,5,5,0,2,0,1,1,1,0,0,0,0,0,0,16.889,,,,,,0.140625,0.0740740740740741,0,0,0,0,0,0,0,0,,6.241
,Mississippi,,1,HOME,0,Grambling St.,"Nov 8, 2024",,2,8,0.25,0,3,0,6,8,0.75,2,-3,5,5,2,0,0,3,2,1,0,0,0,0,0,0,36.039,,,,,,0.151515151515152,0.203125,0,0,0,0,0,0,0,0,,5.602
Mississippi St.,,,,,,,,,2,7,,0,4,,7,8,,,2,6,6,2,2,0,1,0,1,0,0,,1,0,0,,,,,,,,,,,,,,,,,,5.0767
,Mississippi St.,,0,NEUTRAL,0,Utah,"Nov 17, 2024",,2,7,0.285714285714286,0,4,0,7,8,0.875,5,2,6,6,2,2,0,1,0,1,0,0,0,1,0,0,3.331,,,,,,0.141025641025641,0.123287671232877,0,0,0,0,0,0,0,0,,5.0767
,Mississippi St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Valley St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Mississippi Valley St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,,,,,,,,,2,4,,2,2,,6,8,,,5,5,2,1,0,1,1,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,8.843
,Missouri,,0,HOME,0,Eastern Washington,"Nov 11, 2024",,2,4,0.5,2,2,1,6,8,0.75,7,5,5,2,1,0,1,1,1,1,0,0,0,0,0,0,25.019,,,,,,0.142857142857143,0.0909090909090909,0,0,0,0,0,0,0,0,,8.843
Missouri St.,,,,,,,,,11,18,,2,3,,17,27,,,-5,16,13,4,5,9,7,3,1,0,0,,0,0,1,,,,,,,,,,,,,,,,,,6.906
,Missouri St.,,0,HOME,1,Tulsa,"Nov 16, 2024",,11,18,0.611111111111111,2,3,0.666666666666667,17,27,0.62962962962963,5,-5,16,13,4,5,9,7,3,1,0,0,0,0,0,1,8.761,,,,,,0.369369369369369,0.39622641509434,0,0,0,0,0,0,0,1,,6.906
Monmouth,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Monmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana St.,,,,,,,,,6,11,,0,1,,7,8,,,12,6,4,3,1,0,6,4,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,9.9395
,Montana St.,,0,AWAY,0,Denver,"Nov 17, 2024",,6,11,0.545454545454545,0,1,0,7,8,0.875,-1,12,6,4,3,1,0,6,4,0,0,1,1,0,0,0,11.969,,,,,,0.243589743589744,0.0759493670886076,1,0,0,0,0,0,0,1,,9.9395
,Montana St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morehead St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Morehead St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan St.,,,,,,,,,6,10,,1,2,,0,1,,,2,4,2,2,0,3,2,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,2.478
,Morgan St.,,0,HOME,0,Mercyhurst,"Nov 6, 2024",,6,10,0.6,1,2,0.5,0,1,0,-5,2,4,2,2,0,3,2,0,0,0,0,0,0,0,0,9,,,,,,0.178082191780822,0.141025641025641,0,0,0,0,0,0,0,0,,2.478
Mount St. Mary's,,,,,,,,,10,21,,4,11,,18,27,,,5,10,4.5,3.5,1.5,3.5,2.5,1,1,1,0,,0,0,1,,,,,,,,,,,,,,,,,,19.6103
,Mount St. Mary's,,0,AWAY,1,Bucknell,"Nov 13, 2024",,8,16,0.5,4,10,0.4,12,20,0.6,4,10,13,6,4,1,5,5,2,1,1,0,1,0,0,1,10.183,,,,,,0.344086021505376,0.247191011235955,0,1,0,0,0,0,0,1,,15.944
,Mount St. Mary's,,0,HOME,0,Saint Francis,"Nov 16, 2024",,2,5,0.4,0,1,0,6,7,0.857142857142857,8,0,7,3,3,2,2,0,0,1,0,0,0,0,0,0,11.936,,,,,,0.151515151515152,0.172413793103448,0,0,0,0,0,0,0,0,,3.6663
Murray St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Murray St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.C. State,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,N.C. State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navy,,,,,,,,,13,35,,3,11,,14,16,,,0,8,4,3.66666666666667,0.666666666666667,1,1.33333333333333,0,0.333333333333333,0,0,,0,0,0,,,,,,,,,,,,,,,,,,14.975
,Navy,,0,HOME,0,Harvard,"Nov 8, 2024",,2,10,0.2,0,1,0,11,12,0.916666666666667,5,1,11,2,5,0,1,1,0,1,0,0,0,0,0,0,16.587,,,,,,0.176470588235294,0.175,0,0,0,0,0,0,0,0,,6.5093
,Navy,,0,HOME,0,Rider,"Nov 12, 2024",,6,15,0.4,1,6,0.166666666666667,1,2,0.5,-11,-1,8,7,4,2,1,2,0,0,0,0,0,0,0,0,9.933,,,,,,0.177215189873418,0.166666666666667,0,0,0,0,0,0,1,0,,2.9437
,Navy,,0,AWAY,0,Saint Joseph's,"Nov 4, 2024",,5,10,0.5,2,4,0.5,2,2,1,-7,0,5,3,2,0,1,1,0,0,0,0,1,0,0,0,23.074,,,,,,0.222222222222222,0.2,0,0,0,0,0,0,0,1,,5.522
Nebraska,,,,,,,,,3,8,,0,3,,13,16,,,0,4.5,6,1,4,1,1.5,0.5,0.5,0,0,,1,0,0,,,,,,,,,,,,,,,,,,6.6593
,Nebraska,,0,NEUTRAL,0,Saint Mary's,"Nov 17, 2024",,2,5,0.4,0,1,0,7,8,0.875,-3,2,5,5,2,5,1,1,0,0,0,0,0,1,0,0,64.285,,,,,,0.148648648648649,0.116883116883117,0,0,0,0,0,0,0,0,,3.899
,Nebraska,,0,HOME,0,Bethune Cookman,"Nov 9, 2024",,1,3,0.333333333333333,0,2,0,6,8,0.75,5,-2,4,7,0,3,1,2,1,1,0,0,0,0,0,0,16.387,,,,,,0.126984126984127,0.172413793103448,0,0,0,0,0,0,0,0,,2.7603
Nebraska Omaha,,,,,,,,,11,30,,2,7,,8,15,,,-4.25,3.5,8.25,0.5,3,0.25,1.5,0.5,0.25,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-0.5326
,Nebraska Omaha,,0,AWAY,0,UNLV,"Nov 14, 2024",,1,6,0.166666666666667,0,3,0,5,8,0.625,-11,-10,1,9,0,3,0,1,0,0,0,0,1,0,0,0,17.637,,,,,,0.101449275362319,0.2125,0,0,0,0,0,0,0,0,,-3.8823
,Nebraska Omaha,,0,AWAY,0,Stetson,"Nov 7, 2024",,1,8,0.125,0,1,0,0,1,0,3,-7,5,8,1,1,1,1,0,1,0,0,1,0,0,0,34.45,,,,,,0.0253164556962025,0.118421052631579,0,0,0,0,0,0,0,0,,-3.25
