Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Dailey Jr.,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Starter,1,15,1,3,1,2,2,2,1,2,1,0,2,4,5,,32.806,,52.952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8,-4.5,0,0,0,0,TRUE,1,15,1,3,1,2,2,2,1,2,1,0,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Johnson,UCLA,HOME,Boston University,Patriot,1,0,Starter,1,26,3,7,0,2,0,0,2,2,4,4,4,2,6,0,17.666,0,52.952,0,0,0,0,0,0,0,0,0,1,1,0,1,0,31,-24.5,0,0,5108,0,TRUE,1,26,3,7,0,2,0,0,2,2,4,4,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Johnson,UCLA,HOME,Rider,MAAC,0,,Starter,1,30,5,9,1,3,1,1,4,4,3,2,3,2,12,,9.933,,52.952,1,0,0,0,0,0,0,0,1,1,0,0,1,0,35,-21.5,0,0,"4,489",0,TRUE,1,30,5,9,1,3,1,1,4,4,3,2,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Johnson,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Starter,1,26,2,4,0,2,3,4,2,2,5,1,1,4,7,,32.806,,52.952,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-8,-4.5,0,0,0,0,TRUE,1,26,2,4,0,2,3,4,2,2,5,1,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazar Stefanovic,UCLA,HOME,Boston University,Patriot,1,0,Starter,1,18,4,7,3,5,2,2,0,0,1,1,1,2,13,0,17.666,0,52.952,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31,-24.5,0,0,5108,0,TRUE,1,18,4,7,3,5,2,2,0,0,1,1,1,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazar Stefanovic,UCLA,HOME,Rider,MAAC,0,,Bench,0,17,2,3,2,3,0,0,0,1,0,0,1,1,6,,9.933,,52.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-21.5,0,0,"4,489",0,TRUE,0,17,2,3,2,3,0,0,0,1,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazar Stefanovic,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Bench,0,15,1,4,0,3,0,0,2,1,0,0,3,2,2,,32.806,,52.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-4.5,0,0,0,0,TRUE,0,15,1,4,0,3,0,0,2,1,0,0,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Mack,UCLA,HOME,Rider,MAAC,0,,Bench,0,24,4,7,2,3,2,3,0,2,1,0,1,1,12,,9.933,,52.952,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,-21.5,0,0,"4,489",0,TRUE,0,24,4,7,2,3,2,3,0,2,1,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Mack,UCLA,HOME,Boston University,Patriot,1,0,Bench,0,20,3,5,1,2,5,6,0,0,2,2,0,2,12,0,17.666,0,52.952,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31,-24.5,0,0,5108,0,TRUE,0,20,3,5,1,2,5,6,0,0,2,2,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Mack,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Bench,0,9,0,0,0,0,2,2,0,0,2,0,3,1,2,,32.806,,52.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-4.5,0,0,0,0,TRUE,0,9,0,0,0,0,2,2,0,0,2,0,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyy Clark,UCLA,HOME,Rider,MAAC,0,,Starter,1,20,1,5,1,3,0,0,1,0,7,1,3,2,3,,9.933,,52.952,0,0,0,0,0,0,0,0,0,0,1,0,1,0,35,-21.5,0,0,"4,489",0,TRUE,1,20,1,5,1,3,0,0,1,0,7,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyy Clark,UCLA,HOME,Boston University,Patriot,1,0,Starter,1,26,1,3,0,1,2,2,0,6,3,1,1,1,4,0,17.666,0,52.952,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,-24.5,0,0,5108,0,TRUE,1,26,1,3,0,1,2,2,0,6,3,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyy Clark,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Starter,1,29,3,9,1,4,0,0,0,0,1,6,1,2,7,,32.806,,52.952,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-8,-4.5,0,0,0,0,TRUE,1,29,3,9,1,4,0,0,0,0,1,6,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Perry,UCLA,HOME,Rider,MAAC,0,,Bench,0,12,1,4,1,4,3,4,1,2,1,0,0,0,6,,9.933,,52.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-21.5,0,0,"4,489",0,TRUE,0,12,1,4,1,4,3,4,1,2,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Perry,UCLA,HOME,Boston University,Patriot,1,0,Bench,0,20,1,4,1,3,0,0,1,3,1,1,1,1,3,0,17.666,0,52.952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,-24.5,0,0,5108,0,TRUE,0,20,1,4,1,3,0,0,1,3,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Perry,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Bench,0,23,1,4,1,2,5,7,1,2,2,2,1,3,8,,32.806,,52.952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,-4.5,0,0,0,0,TRUE,0,23,1,4,1,2,5,7,1,2,2,2,1,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bilodeau,UCLA,HOME,Rider,MAAC,0,,Starter,1,22,9,16,0,3,0,1,1,5,0,2,0,1,18,,9.933,,52.952,1,0,0,0,0,0,1,0,0,1,0,0,1,0,35,-21.5,0,0,"4,489",0,TRUE,1,22,9,16,0,3,0,1,1,5,0,2,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bilodeau,UCLA,HOME,Boston University,Patriot,1,0,Starter,1,26,3,8,0,1,0,0,1,2,1,1,2,2,6,0,17.666,0,52.952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,-24.5,0,0,5108,0,TRUE,1,26,3,8,0,1,0,0,1,2,1,1,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bilodeau,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Starter,1,34,8,20,2,7,5,8,7,8,0,2,3,3,23,,32.806,,52.952,2,1,0,0,0,0,1,1,1,0,0,0,1,1,-8,-4.5,0,0,0,0,TRUE,1,34,8,20,2,7,5,8,7,8,0,2,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Kyle III,UCLA,HOME,Rider,MAAC,0,,Bench,0,11,0,0,0,0,0,1,2,3,0,0,1,0,0,,9.933,,52.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-21.5,0,0,"4,489",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Kyle III,UCLA,HOME,Boston University,Patriot,1,0,Bench,0,14,3,4,0,0,1,2,2,4,0,0,2,2,7,0,17.666,0,52.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-24.5,0,0,5108,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Kyle III,UCLA,NEUTRAL,New Mexico,Mountain West,0,,Bench,0,14,2,5,0,0,2,4,0,4,0,0,1,2,6,,32.806,,52.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-4.5,0,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Blunt,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Bench,0,9,0,0,0,0,1,2,1,0,1,0,0,0,1,,47.634,,20.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-10.5,1,0,601,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Morris III,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Starter,1,25,4,7,0,1,1,2,1,4,2,1,4,5,9,,47.634,,20.004,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,-10.5,1,0,601,0,TRUE,1,25,4,7,0,1,1,2,1,4,2,1,4,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Somerville,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Bench,0,27,1,4,1,2,2,2,0,1,1,3,0,3,5,,47.634,,20.004,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,-10.5,1,0,601,0,TRUE,0,27,1,4,1,2,2,2,0,1,1,3,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Brooks,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Starter,1,23,2,6,0,0,1,1,2,6,0,0,0,5,5,,47.634,,20.004,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,-10.5,1,0,601,0,TRUE,1,23,2,6,0,0,1,1,2,6,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mekhi Gray,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Bench,0,6,1,2,0,1,0,0,0,0,0,0,0,0,2,,47.634,,20.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-10.5,1,0,601,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Clark,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Starter,1,32,3,8,0,1,5,5,0,3,7,2,2,1,11,,47.634,,20.004,1,0,0,0,0,1,0,0,0,0,1,0,1,0,7,-10.5,1,0,601,0,TRUE,1,32,3,8,0,1,5,5,0,3,7,2,2,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinton Mincey,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Starter,1,36,6,13,1,3,14,16,0,1,1,1,1,0,27,,47.634,,20.004,1,0,0,0,0,0,1,0,0,0,0,0,1,1,7,-10.5,1,0,601,0,TRUE,1,36,6,13,1,3,14,16,0,1,1,1,1,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Lowell,UMass Lowell,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xzavier Lino,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Bench,0,13,3,4,2,3,0,0,1,0,0,0,1,2,8,,47.634,,20.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-10.5,1,0,601,0,TRUE,0,13,3,4,2,3,0,0,1,0,0,0,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuri Covington,UMass Lowell,HOME,Saint Peter's,MAAC,0,,Starter,1,29,4,10,2,5,3,4,1,2,1,0,0,2,13,,47.634,,20.004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,-10.5,1,0,601,0,TRUE,1,29,4,10,2,5,3,4,1,2,1,0,0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UMass Lowell,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Valentine,UMBC,AWAY,Penn St.,Big Ten,1,,Starter,1,26,3,10,1,5,1,2,0,5,2,1,4,0,8,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-49,22.5,0,0,7353,0,TRUE,1,26,3,10,1,5,1,2,0,5,2,1,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Valentine,UMBC,AWAY,Coppin St.,MEAC,0,0,Bench,0,22,3,4,0,1,1,1,2,1,11,3,1,0,7,0,6.971,0,12.039,1,0,0,0,1,0,0,0,0,1,1,0,1,0,25,-12.5,0,0,"1,284",0,TRUE,0,22,3,4,0,1,1,1,2,1,11,3,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daylon Dickerson,UMBC,AWAY,Penn St.,Big Ten,1,,Bench,0,11,1,2,0,0,1,2,0,1,0,2,0,4,3,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-49,22.5,0,0,7353,0,TRUE,0,11,1,2,0,0,1,2,0,1,0,2,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daylon Dickerson,UMBC,AWAY,Coppin St.,MEAC,0,0,Bench,0,19,3,5,0,1,1,1,1,5,6,0,2,1,7,0,6.971,0,12.039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,-12.5,0,0,"1,284",0,TRUE,0,19,3,5,0,1,1,1,1,5,6,0,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devan Sapp,UMBC,AWAY,Penn St.,Big Ten,1,,Bench,0,13,2,7,2,5,0,0,3,1,0,0,0,1,6,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,22.5,0,0,7353,0,TRUE,0,13,2,7,2,5,0,0,3,1,0,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devan Sapp,UMBC,AWAY,Coppin St.,MEAC,0,0,Bench,0,15,5,9,1,5,0,0,0,2,1,0,4,0,11,0,6.971,0,12.039,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,-12.5,0,0,"1,284",0,TRUE,0,15,5,9,1,5,0,0,0,2,1,0,4,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC Harris,UMBC,AWAY,Penn St.,Big Ten,1,,Bench,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,22.5,0,0,7353,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Odunowo,UMBC,AWAY,Penn St.,Big Ten,1,,Starter,1,16,1,6,0,0,0,0,1,2,2,0,2,5,2,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-49,22.5,0,0,7353,0,TRUE,1,16,1,6,0,0,0,0,1,2,2,0,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Odunowo,UMBC,AWAY,Coppin St.,MEAC,0,0,Starter,1,27,2,3,0,0,4,6,1,4,5,1,4,3,8,0,6.971,0,12.039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-12.5,0,0,"1,284",0,TRUE,1,27,2,3,0,0,4,6,1,4,5,1,4,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louie Jordan,UMBC,AWAY,Penn St.,Big Ten,1,,Starter,1,29,2,5,1,3,0,0,0,4,1,0,1,3,5,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-49,22.5,0,0,7353,0,TRUE,1,29,2,5,1,3,0,0,0,4,1,0,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louie Jordan,UMBC,AWAY,Coppin St.,MEAC,0,0,Starter,1,22,4,7,2,2,0,0,2,0,2,1,0,1,10,0,6.971,0,12.039,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-12.5,0,0,"1,284",0,TRUE,1,22,4,7,2,2,0,0,2,0,2,1,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Banks Jr.,UMBC,AWAY,Penn St.,Big Ten,1,,Starter,1,30,4,14,2,5,1,2,0,7,6,3,5,4,11,,7.895,,12.039,1,0,0,0,0,0,0,1,0,1,0,1,1,0,-49,22.5,0,0,7353,0,TRUE,1,30,4,14,2,5,1,2,0,7,6,3,5,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Banks Jr.,UMBC,AWAY,Coppin St.,MEAC,0,0,Starter,1,28,6,10,4,5,0,0,0,3,3,3,3,1,16,0,6.971,0,12.039,1,0,0,0,0,0,0,0,0,1,0,0,1,0,25,-12.5,0,0,"1,284",0,TRUE,1,28,6,10,4,5,0,0,0,3,3,3,3,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Short,UMBC,AWAY,Coppin St.,MEAC,0,0,Starter,1,20,4,5,0,0,1,3,3,1,4,1,1,4,9,0,6.971,0,12.039,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,-12.5,0,0,"1,284",0,TRUE,1,20,4,5,0,0,1,3,3,1,4,1,1,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Short,UMBC,AWAY,Penn St.,Big Ten,1,,Bench,0,20,1,4,0,0,2,4,2,1,0,0,0,1,4,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-49,22.5,0,0,7353,0,TRUE,0,20,1,4,0,0,2,4,2,1,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
